trip_id,month,season,zone_id,zone_name,latitude,longitude,origin_harbour_id,distance_from_port_km,species,species_suitable_for_zone,gear_type,boat_type,trip_duration_hours,hour_of_day,sea_surface_temperature_c,chlorophyll_mg_m3,wave_height_m,wind_speed_kmh,wind_direction,rainfall_mm,zone_yield_score,fishing_effort_vessels,demand,catch_kg,market_price_per_kg,fuel_cost_inr,transport_cost_inr
DEMO-03657,7,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7982,72.7927,HBR-MNG,552.9,Mackerel,1,Trawl,Mechanized Trawler,14.4,5,28.61,1.39,2.0,24.7,N,9.8,78,6,High,109.5,263.36,18577.0,3594.0
DEMO-03658,9,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6632,70.1031,HBR-VER,38.6,Pomfret,1,Trawl,Motorized,7.4,5,25.97,1.13,1.83,31.4,NE,12.4,91,11,High,13.5,687.15,811.0,251.0
DEMO-03659,6,monsoon,PFZ-02,Mangaluru Shelf Front,12.8034,74.2236,HBR-MNG,56.7,Kingfish,1,Trawl,Mechanized Trawler,10.8,7,28.62,2.03,1.17,22.8,SW,11.3,89,7,Medium,44.0,494.8,1905.0,369.0
DEMO-03660,1,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.9132,72.9012,HBR-MNG,541.6,Pomfret,0,Trawl,Mechanized Trawler,13.3,10,28.62,1.77,1.62,14.4,SW,8.9,78,1,High,28.0,798.46,18198.0,3520.0
DEMO-03661,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.434,83.771,HBR-VSK,44.6,Tuna,1,Trawl,Motorized,5.9,6,29.23,1.35,1.54,6.4,E,2.7,87,4,High,79.3,362.69,937.0,290.0
DEMO-03662,11,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8645,75.636,HBR-KOC,74.3,Mackerel,1,Hook & Line,Mechanized Trawler,17.5,12,28.05,1.89,1.59,19.6,S,16.0,94,6,High,60.5,236.43,2496.0,483.0
DEMO-03663,12,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8747,77.2151,HBR-TUT,133.7,Mackerel,0,Hook & Line,Mechanized Trawler,17.5,6,28.37,2.31,1.81,10.9,S,7.8,98,16,High,96.1,259.02,4492.0,869.0
DEMO-03664,5,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.813,72.7887,HBR-MNG,497.5,Mackerel,1,Ring Seine,Mechanized Trawler,14.4,19,29.99,1.89,0.97,9.9,W,22.4,78,5,High,204.0,273.44,16716.0,3234.0
DEMO-03665,9,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5342,83.7072,HBR-VSK,44.5,Tuna,1,Longline,Motorized,3.9,5,28.72,1.96,2.12,17.5,W,5.4,87,2,High,26.9,320.96,934.0,289.0
DEMO-03666,6,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8899,75.6443,HBR-KOC,78.6,Sardine,1,Longline,Mechanized Trawler,15.1,18,28.78,2.08,2.22,20.2,S,6.4,94,10,Medium,110.1,157.59,2641.0,511.0
DEMO-03667,5,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.7876,75.6599,HBR-KOC,79.7,Kingfish,0,Longline,Mechanized Trawler,13.1,18,28.34,2.18,1.43,15.7,N,2.3,94,11,Medium,68.3,498.97,2678.0,518.0
DEMO-03668,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.9169,77.1664,HBR-TUT,135.0,Tuna,1,Trawl,Mechanized Trawler,17.9,6,28.62,2.2,1.41,13.6,NE,3.8,98,10,High,207.4,386.23,4536.0,878.0
DEMO-03669,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4345,83.6471,HBR-VSK,53.8,Tuna,1,Trawl,Mechanized Trawler,13.2,4,28.02,1.36,1.41,23.9,NW,0.7,87,2,High,114.0,320.31,1808.0,350.0
DEMO-03670,8,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6988,70.0905,HBR-VER,39.8,Pomfret,1,Hook & Line,Motorized,6.7,4,28.38,2.05,2.13,17.3,SW,13.5,91,16,High,7.0,656.2,836.0,259.0
DEMO-03671,3,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8933,72.7882,HBR-MNG,534.3,Mackerel,1,Ring Seine,Mechanized Trawler,11.5,10,29.17,1.68,1.0,9.7,W,5.2,78,1,High,206.5,284.2,17952.0,3473.0
DEMO-03672,3,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.816,72.8175,HBR-MNG,517.8,Mackerel,1,Ring Seine,Mechanized Trawler,13.6,8,29.92,1.39,0.9,14.0,S,13.5,78,1,High,193.6,297.91,17398.0,3366.0
DEMO-03673,2,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8745,77.1498,HBR-TUT,159.3,Tuna,1,Gillnet,Mechanized Trawler,12.4,18,28.44,1.32,2.02,16.1,W,3.2,98,7,High,88.8,394.95,5352.0,1035.0
DEMO-03674,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.8402,77.2285,HBR-TUT,143.4,Tuna,1,Hook & Line,Mechanized Trawler,16.8,18,27.94,2.35,1.7,18.7,NW,2.9,98,13,High,79.9,360.38,4818.0,932.0
DEMO-03675,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.7239,70.2135,HBR-VER,34.2,Pomfret,1,Hook & Line,Motorized,6.2,10,27.8,1.87,1.01,21.9,N,8.8,91,10,High,7.1,716.18,718.0,222.0
DEMO-03676,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8393,75.5678,HBR-KOC,68.2,Sardine,1,Gillnet,Mechanized Trawler,17.2,14,28.32,1.93,1.46,16.0,NE,2.0,94,4,Medium,172.6,160.81,2292.0,443.0
DEMO-03677,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.5758,70.159,HBR-VER,36.6,Pomfret,1,Longline,Motorized,10.4,5,28.01,2.39,1.86,25.9,E,3.2,91,5,High,14.8,712.42,769.0,238.0
DEMO-03678,8,monsoon,PFZ-06,Veraval Saurashtra Bank,20.5803,70.1383,HBR-VER,38.1,Pomfret,1,Gillnet,Mechanized Trawler,17.3,17,27.96,2.45,1.36,15.5,SE,11.3,91,2,High,60.9,664.53,1280.0,248.0
DEMO-03679,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.8355,77.146,HBR-TUT,141.8,Tuna,1,Ring Seine,Mechanized Trawler,13.7,17,26.27,2.28,2.17,29.8,NW,8.3,98,14,High,92.3,401.71,4764.0,922.0
DEMO-03680,3,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7723,72.7995,HBR-MNG,478.3,Mackerel,1,Hook & Line,Mechanized Trawler,13.6,18,29.09,1.66,0.94,9.7,N,2.1,78,1,High,109.1,306.79,16071.0,3109.0
DEMO-03681,8,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8784,75.6589,HBR-KOC,74.5,Mackerel,1,Trawl,Mechanized Trawler,16.3,17,28.38,2.07,1.8,11.1,SE,7.7,94,10,High,227.0,284.02,2503.0,484.0
DEMO-03682,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4609,83.7296,HBR-VSK,51.8,Sardine,0,Hook & Line,Mechanized Trawler,14.8,16,29.2,2.18,1.48,6.3,N,0.2,87,2,Medium,171.5,179.23,1740.0,337.0
DEMO-03683,7,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8798,75.6794,HBR-KOC,80.0,Tuna,1,Ring Seine,Mechanized Trawler,17.1,19,28.69,2.21,0.98,17.4,E,25.2,94,3,High,139.6,318.33,2688.0,520.0
DEMO-03684,3,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.881,75.6062,HBR-KOC,74.9,Sardine,1,Trawl,Mechanized Trawler,12.8,6,28.74,2.23,1.04,15.7,N,9.4,94,11,Medium,263.7,173.81,2517.0,487.0
DEMO-03685,9,monsoon,PFZ-03,Wadge Bank Special Zone,7.8967,77.1586,HBR-TUT,163.0,Tuna,1,Trawl,Mechanized Trawler,15.3,15,27.72,2.79,1.94,19.5,S,3.9,98,13,High,96.0,295.03,5477.0,1060.0
DEMO-03686,3,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8824,75.5358,HBR-KOC,75.7,Kingfish,0,Trawl,Mechanized Trawler,14.8,4,29.04,1.13,0.48,22.2,E,9.4,94,2,Medium,83.4,494.69,2544.0,492.0
DEMO-03687,7,monsoon,PFZ-02,Mangaluru Shelf Front,12.6839,74.2355,HBR-MNG,55.5,Kingfish,1,Longline,Mechanized Trawler,12.0,5,28.62,1.47,1.54,28.7,N,0.3,89,1,Medium,42.8,492.25,1865.0,361.0
DEMO-03688,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.6876,74.2316,HBR-MNG,58.6,Kingfish,1,Trawl,Mechanized Trawler,15.2,18,28.01,1.11,1.44,18.8,S,0.0,89,5,Medium,50.3,459.99,1969.0,381.0
DEMO-03689,4,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8552,75.6567,HBR-KOC,83.1,Mackerel,1,Trawl,Mechanized Trawler,12.6,7,28.18,2.72,1.7,9.4,SW,0.9,94,9,High,210.8,269.17,2792.0,540.0
DEMO-03690,7,monsoon,PFZ-05,Visakhapatnam Deep Front,17.485,83.6661,HBR-VSK,46.0,Tuna,1,Gillnet,Mechanized Trawler,13.1,16,28.42,1.25,1.36,27.3,W,10.5,87,3,High,65.8,324.77,1546.0,299.0
DEMO-03691,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8233,75.5823,HBR-KOC,74.1,Mackerel,1,Gillnet,Mechanized Trawler,18.5,7,28.33,1.08,1.19,13.2,E,0.7,94,12,High,131.6,273.78,2490.0,482.0
DEMO-03692,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6838,70.1973,HBR-VER,39.4,Pomfret,1,Gillnet,Motorized,9.3,14,27.26,1.87,1.37,15.7,E,13.1,91,7,High,21.7,743.24,827.0,256.0
DEMO-03693,5,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8806,75.6754,HBR-KOC,74.4,Tuna,1,Trawl,Mechanized Trawler,15.0,7,28.15,1.14,1.3,16.8,N,4.6,94,5,High,155.3,364.78,2500.0,484.0
DEMO-03694,4,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7489,74.3793,HBR-MNG,67.5,Kingfish,1,Hook & Line,Mechanized Trawler,13.6,17,28.4,1.67,1.52,3.0,N,11.2,89,6,Medium,49.1,449.27,2268.0,439.0
DEMO-03695,4,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5552,83.6859,HBR-VSK,52.2,Tuna,1,Gillnet,Mechanized Trawler,11.6,7,29.46,0.97,2.11,14.0,SE,3.2,87,3,High,68.9,382.93,1754.0,339.0
DEMO-03696,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.453,83.6301,HBR-VSK,44.2,Tuna,1,Hook & Line,Mechanized Trawler,14.8,4,27.97,1.54,0.6,7.7,NE,6.3,87,4,High,116.3,360.68,1485.0,287.0
DEMO-03697,2,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7087,74.2608,HBR-MNG,59.6,Kingfish,1,Longline,Mechanized Trawler,17.1,5,28.12,1.73,1.19,11.3,W,5.1,89,4,Medium,77.0,514.09,2003.0,387.0
DEMO-03698,7,monsoon,PFZ-02,Mangaluru Shelf Front,12.7578,74.2717,HBR-MNG,61.5,Kingfish,1,Hook & Line,Mechanized Trawler,18.4,16,27.97,1.75,1.57,26.5,W,23.5,89,2,Medium,21.1,415.18,2066.0,400.0
DEMO-03699,5,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8275,72.7811,HBR-MNG,491.1,Mackerel,1,Trawl,Mechanized Trawler,12.3,18,27.91,1.16,1.37,15.3,NW,10.9,78,3,High,139.0,306.19,16501.0,3192.0
DEMO-03700,1,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7394,74.2247,HBR-MNG,53.5,Kingfish,1,Longline,Mechanized Trawler,10.0,5,27.54,1.74,1.83,7.0,NW,4.8,89,5,Medium,53.2,488.74,1798.0,348.0
DEMO-03701,6,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8572,75.6007,HBR-KOC,71.3,Tuna,1,Hook & Line,Mechanized Trawler,16.1,18,29.01,1.79,1.87,24.9,SW,30.5,94,13,High,34.4,369.58,2396.0,463.0
DEMO-03702,5,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8337,80.1264,HBR-CHN,142.1,Pomfret,0,Ring Seine,Mechanized Trawler,17.2,7,29.84,1.12,1.46,12.6,E,14.1,72,4,High,35.2,710.53,4775.0,924.0
DEMO-03703,9,monsoon,PFZ-02,Mangaluru Shelf Front,12.8036,74.3115,HBR-MNG,66.6,Mackerel,0,Trawl,Mechanized Trawler,10.9,17,27.61,1.99,2.56,20.1,SW,1.6,89,8,High,92.4,257.82,2238.0,433.0
DEMO-03704,8,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5115,83.6844,HBR-VSK,52.8,Tuna,1,Ring Seine,Mechanized Trawler,15.9,17,28.08,1.38,1.79,21.8,E,1.0,87,1,High,109.6,348.04,1774.0,343.0
DEMO-03705,6,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8167,72.9257,HBR-MNG,551.1,Mackerel,1,Longline,Mechanized Trawler,9.8,8,27.45,1.28,1.12,25.8,SE,2.4,78,1,High,108.0,279.96,18517.0,3582.0
DEMO-03706,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8369,75.6338,HBR-KOC,75.0,Mackerel,1,Ring Seine,Mechanized Trawler,12.2,5,28.62,1.99,1.96,23.3,SE,1.0,94,7,High,115.4,272.16,2520.0,488.0
DEMO-03707,1,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8035,80.2574,HBR-CHN,143.9,Mackerel,0,Longline,Mechanized Trawler,15.5,7,29.89,0.54,0.98,16.2,NW,4.4,72,3,High,146.9,268.88,4835.0,935.0
DEMO-03708,4,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.8055,74.2869,HBR-MNG,56.0,Kingfish,1,Longline,Mechanized Trawler,10.6,9,28.15,1.73,1.25,15.5,NW,12.8,89,1,Medium,34.6,476.92,1882.0,364.0
DEMO-03709,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5592,83.6241,HBR-VSK,43.4,Tuna,1,Ring Seine,Motorized,5.1,17,29.6,2.01,0.66,17.1,W,18.9,87,1,High,89.4,420.26,911.0,282.0
DEMO-03710,8,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8485,80.2696,HBR-CHN,148.9,Pomfret,0,Hook & Line,Mechanized Trawler,16.6,12,29.65,0.88,1.35,24.8,SE,8.0,72,1,High,10.6,732.92,5003.0,968.0
DEMO-03711,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5083,83.7098,HBR-VSK,53.4,Tuna,1,Trawl,Mechanized Trawler,19.3,18,29.44,1.77,0.56,14.4,SE,3.6,87,6,High,225.5,383.66,1794.0,347.0
DEMO-03712,3,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8389,77.2541,HBR-TUT,161.3,Tuna,1,Hook & Line,Mechanized Trawler,10.9,17,28.56,1.56,0.98,12.1,W,14.5,98,16,High,63.1,360.62,5420.0,1048.0
DEMO-03713,3,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.7864,77.1229,HBR-TUT,146.6,Sardine,0,Ring Seine,Mechanized Trawler,14.8,6,28.67,1.77,1.23,3.0,SE,3.3,98,17,Medium,462.7,164.34,4926.0,953.0
DEMO-03714,8,monsoon,PFZ-03,Wadge Bank Special Zone,7.8495,77.155,HBR-TUT,151.6,Tuna,1,Longline,Mechanized Trawler,15.3,16,26.22,2.3,2.49,27.7,NE,9.6,98,16,High,33.8,334.91,5094.0,985.0
DEMO-03715,7,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8395,75.6008,HBR-KOC,77.9,Mackerel,1,Longline,Mechanized Trawler,12.3,10,27.62,1.01,1.68,25.7,S,4.9,94,10,High,66.1,244.89,2617.0,506.0
DEMO-03716,3,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.809,75.5775,HBR-KOC,69.2,Mackerel,1,Gillnet,Mechanized Trawler,12.9,18,29.27,1.79,0.79,5.0,SE,10.2,94,6,High,210.3,287.02,2325.0,450.0
DEMO-03717,3,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8318,80.1719,HBR-CHN,150.8,Pomfret,0,Hook & Line,Mechanized Trawler,15.8,8,29.63,1.11,1.68,15.0,E,6.2,72,2,High,16.5,778.44,5067.0,980.0
DEMO-03718,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5751,83.7581,HBR-VSK,48.6,Tuna,1,Longline,Mechanized Trawler,11.1,5,28.24,1.74,1.21,14.9,E,1.0,87,6,High,102.7,351.39,1633.0,316.0
DEMO-03719,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8676,75.6245,HBR-KOC,72.4,Sardine,1,Trawl,Mechanized Trawler,12.9,18,28.31,2.52,1.92,18.5,W,2.5,94,9,Medium,227.6,160.63,2433.0,471.0
DEMO-03720,7,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8299,75.6421,HBR-KOC,77.2,Kingfish,0,Trawl,Mechanized Trawler,16.3,7,26.36,2.19,1.63,26.4,S,17.0,94,12,Medium,59.4,420.53,2594.0,502.0
DEMO-03721,3,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8251,77.2125,HBR-TUT,139.0,Tuna,1,Longline,Mechanized Trawler,15.0,9,28.6,1.51,1.04,20.8,SE,2.4,98,9,High,93.2,394.87,4670.0,904.0
DEMO-03722,1,post_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6576,70.0969,HBR-VER,40.0,Pomfret,1,Ring Seine,Motorized,12.3,16,27.5,2.45,1.77,8.9,NW,7.4,91,3,High,30.2,760.09,840.0,260.0
DEMO-03723,2,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8743,80.2483,HBR-CHN,128.2,Pomfret,0,Trawl,Mechanized Trawler,19.3,6,28.4,1.06,1.35,16.0,NW,0.9,72,1,High,42.9,836.37,4308.0,833.0
DEMO-03724,2,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.781,75.6072,HBR-KOC,70.4,Sardine,1,Hook & Line,Mechanized Trawler,15.6,7,28.75,1.54,0.66,11.6,N,11.4,94,11,Medium,184.2,174.75,2365.0,458.0
DEMO-03725,11,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8732,80.2594,HBR-CHN,128.5,Tuna,0,Gillnet,Mechanized Trawler,13.3,6,29.67,1.01,1.16,11.9,N,15.0,72,3,High,81.4,333.79,4318.0,835.0
DEMO-03726,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5314,83.6835,HBR-VSK,49.4,Tuna,1,Ring Seine,Mechanized Trawler,15.2,5,29.04,1.25,1.33,16.6,NE,4.7,87,1,High,145.4,392.49,1660.0,321.0
DEMO-03727,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4623,83.7223,HBR-VSK,49.7,Sardine,0,Trawl,Mechanized Trawler,14.7,5,28.83,1.64,0.65,21.5,E,13.2,87,2,Medium,332.6,156.71,1670.0,323.0
DEMO-03728,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6067,70.1657,HBR-VER,32.3,Pomfret,1,Gillnet,Motorized,8.0,18,27.85,1.26,0.99,9.9,SW,20.5,91,12,High,22.1,859.74,678.0,210.0
DEMO-03729,3,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8864,80.2334,HBR-CHN,143.4,Kingfish,0,Hook & Line,Mechanized Trawler,17.7,16,29.09,0.62,1.48,13.4,NW,10.2,72,6,Medium,21.7,502.91,4818.0,932.0
DEMO-03730,10,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.6943,74.3024,HBR-MNG,57.8,Mackerel,0,Trawl,Mechanized Trawler,18.8,6,27.31,1.4,1.27,23.9,S,26.1,89,1,High,155.1,247.47,1942.0,376.0
DEMO-03731,11,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8403,77.238,HBR-TUT,147.4,Tuna,1,Hook & Line,Mechanized Trawler,12.5,5,26.55,2.48,1.48,20.8,E,4.3,98,6,High,66.9,360.98,4953.0,958.0
DEMO-03732,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8257,75.6748,HBR-KOC,65.6,Pomfret,0,Longline,Mechanized Trawler,12.8,18,29.35,1.98,1.89,10.3,NE,1.4,94,8,High,30.6,759.36,2204.0,426.0
DEMO-03733,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.8607,77.1676,HBR-TUT,145.0,Tuna,1,Hook & Line,Mechanized Trawler,13.1,6,26.69,2.33,1.73,22.8,NW,9.4,98,9,High,45.0,400.86,4872.0,942.0
DEMO-03734,1,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7389,74.2234,HBR-MNG,53.2,Kingfish,1,Trawl,Mechanized Trawler,10.8,7,27.75,1.79,1.57,16.3,NE,0.7,89,1,Medium,51.2,502.63,1788.0,346.0
DEMO-03735,1,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4831,83.7549,HBR-VSK,50.2,Tuna,1,Gillnet,Mechanized Trawler,10.0,7,28.97,1.54,1.6,6.3,N,6.1,87,10,High,129.0,393.33,1687.0,326.0
DEMO-03736,7,monsoon,PFZ-03,Wadge Bank Special Zone,7.8907,77.1919,HBR-TUT,138.7,Tuna,1,Longline,Mechanized Trawler,16.4,17,26.84,2.33,1.71,18.3,W,11.5,98,12,High,103.4,371.55,4660.0,902.0
DEMO-03737,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.5864,70.2174,HBR-VER,40.4,Pomfret,1,Gillnet,Motorized,12.1,8,27.04,2.19,1.28,19.6,SW,9.6,91,12,High,20.8,683.89,848.0,263.0
DEMO-03738,5,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8347,77.268,HBR-TUT,138.9,Tuna,1,Hook & Line,Mechanized Trawler,10.7,7,26.54,2.37,1.26,7.0,E,1.4,98,14,High,82.6,389.86,4667.0,903.0
DEMO-03739,5,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7197,74.2257,HBR-MNG,64.7,Mackerel,0,Longline,Mechanized Trawler,17.7,4,28.48,1.32,1.42,27.7,SW,7.6,89,11,High,105.0,256.33,2174.0,421.0
DEMO-03740,2,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.9,72.8202,HBR-MNG,514.0,Mackerel,1,Ring Seine,Mechanized Trawler,12.5,18,29.69,1.5,1.25,14.6,NE,1.9,78,6,High,192.5,301.68,17270.0,3341.0
DEMO-03741,5,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8248,80.2751,HBR-CHN,142.5,Pomfret,0,Hook & Line,Mechanized Trawler,16.7,7,29.64,1.12,1.7,22.2,S,2.5,72,9,High,15.7,715.88,4788.0,926.0
DEMO-03742,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8258,77.2418,HBR-TUT,136.4,Tuna,1,Gillnet,Mechanized Trawler,16.0,7,27.6,2.45,1.15,22.7,SE,6.1,98,12,High,141.6,380.91,4583.0,887.0
DEMO-03743,2,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4848,83.6417,HBR-VSK,53.7,Sardine,0,Gillnet,Mechanized Trawler,12.9,7,28.98,2.05,0.85,3.8,SW,9.4,87,7,Medium,244.8,172.98,1804.0,349.0
DEMO-03744,11,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4966,83.7426,HBR-VSK,51.5,Tuna,1,Hook & Line,Mechanized Trawler,13.4,9,29.0,1.68,1.51,11.8,W,3.3,87,1,High,53.4,330.69,1730.0,335.0
DEMO-03745,6,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8531,75.5316,HBR-KOC,79.1,Tuna,1,Ring Seine,Mechanized Trawler,13.5,16,28.66,1.88,2.49,23.7,SE,3.0,94,6,High,76.7,377.05,2658.0,514.0
DEMO-03746,1,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7747,72.9057,HBR-MNG,528.0,Mackerel,1,Gillnet,Mechanized Trawler,14.9,6,28.14,1.43,1.21,12.7,NW,4.4,78,7,High,146.3,284.3,17741.0,3432.0
DEMO-03747,2,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7474,74.3671,HBR-MNG,61.1,Sardine,0,Gillnet,Mechanized Trawler,7.9,8,27.99,1.46,1.43,3.6,SE,5.2,89,2,Medium,166.3,181.76,2053.0,397.0
DEMO-03748,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.7996,72.8758,HBR-MNG,475.4,Mackerel,1,Longline,Mechanized Trawler,14.9,15,28.02,0.87,1.29,18.7,W,3.9,78,2,High,96.2,240.8,15973.0,3090.0
DEMO-03749,10,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.7992,77.2286,HBR-TUT,164.7,Tuna,1,Ring Seine,Mechanized Trawler,17.9,4,27.41,2.42,1.81,17.9,NW,8.6,98,11,High,163.2,336.75,5534.0,1071.0
DEMO-03750,1,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.918,80.2426,HBR-CHN,130.6,Tuna,0,Hook & Line,Mechanized Trawler,8.5,6,29.72,0.7,1.53,7.3,N,1.7,72,9,High,51.7,387.07,4388.0,849.0
DEMO-03751,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5429,83.6393,HBR-VSK,52.8,Tuna,1,Gillnet,Mechanized Trawler,14.6,10,29.06,1.46,1.16,19.1,N,8.3,87,5,High,99.1,340.22,1774.0,343.0
DEMO-03752,8,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9232,75.602,HBR-KOC,82.5,Sardine,1,Trawl,Mechanized Trawler,16.9,8,27.59,1.95,1.73,19.1,NW,23.1,94,8,Medium,242.1,155.71,2772.0,536.0
DEMO-03753,11,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.6791,74.301,HBR-MNG,52.9,Kingfish,1,Gillnet,Mechanized Trawler,12.6,18,27.62,0.93,0.59,22.0,S,3.5,89,6,Medium,67.7,465.53,1777.0,344.0
DEMO-03754,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5883,70.2137,HBR-VER,37.2,Pomfret,1,Ring Seine,Motorized,8.5,19,28.88,1.89,0.78,7.7,W,4.7,91,7,High,35.8,777.28,781.0,242.0
DEMO-03755,10,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.4274,83.6476,HBR-VSK,45.4,Tuna,1,Ring Seine,Mechanized Trawler,12.7,18,29.1,1.71,2.0,12.5,E,12.4,87,7,High,100.1,350.25,1525.0,295.0
DEMO-03756,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8598,75.6345,HBR-KOC,67.3,Sardine,1,Ring Seine,Mechanized Trawler,8.5,16,27.86,1.61,2.06,21.9,SE,2.9,94,9,Medium,96.4,145.4,2261.0,437.0
DEMO-03757,5,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8193,80.2233,HBR-CHN,152.4,Mackerel,0,Ring Seine,Mechanized Trawler,10.4,14,30.55,1.15,0.57,8.1,NE,4.0,72,2,High,158.7,271.34,5121.0,991.0
DEMO-03758,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.904,75.6584,HBR-KOC,81.4,Sardine,1,Gillnet,Mechanized Trawler,15.6,18,29.62,1.05,1.52,17.1,SW,0.9,94,8,Medium,194.0,170.84,2735.0,529.0
